body,sarcasm
So you support allowing a 10 y/o to buy an Uzi and carry it into a federal court house or school as long as he does not commit a crime? Wow.   And your logic about taking criminals off the street and then having no gun control concerns would be perfect...if we had a finite number of criminals. We don't. New murderers and theives and carjackers and dope dealers and bank robbers and child rapists are born every day.,1
So taking away all their guns would have been better? The ruling party was certainly well armed how about the other parties?,1
Just to add more fuel on the fire :P,1
"So, which is it? You don't want violators of Federal law to have guns, yet you don't want them to get rid of them either. Can't possibly do both, now can you? Which one? Do the law breakers keep them, or not? Make it against the law to keep the guns...now make it against the law to sell them. DUH! I guess we'll just hang out in limbo-land!",1
And I suspect WW understands it about as well as you do...,1
"You think its bad now? Watch what happens if Gov't takes control. I saw a great tagline the other day, it said ""If the US get socialized medicine where will Canadians get healthcare?""   Anyone who doesn't like insurance premiums is free not to pay them, at least until the gov't takes over.   Happy New Year",1
not bad for a procedure that doesn't exist.,1
"I'm not surprised that no one on your side of the debate would correct you, but wolves and dogs are both members of the same species. The Canid species, specifically the Gray Wolf, or the Canis lupus which the domesticated dog is an extremely close relative of, differing from it by at most 0.2% of mtDNA sequence.   The evolution of the domestic dog   The earliest remains of the domestic dog date from 10 to15 thousand years ago21; the diversity of these remains suggests multiple domestication events at different times and places. Dogs may be derived from several different ancestral gray wolf populations, and many dog breeds and wild wolf populations must be analysed in order to tease apart the genetic sources of the domestic dog gene pool. A limited mtDNA restriction fragment analysis of seven dog breeds and 26 gray wolf populations from different locations around the world has shown that the genotypes of dogs and wolves are either identical or differ by the loss or gain of only one or two restriction sites22. The domestic dog is an extremely close relative of the gray wolf, differing from it by at most 0.2% of mtDNA sequence.   In comparrison, the gray wolf differs from its closest wild relative, the coyote, by about 4% of mitochondrial DNA sequence14 (Fig. 4). Therefore, the molecular genetic evidence does not support theories that domestic dogs arose from jackal ancestors24. Dogs are gray wolves, despite their diversity in size and proportion; the wide variation in their adult morphology probably results from simple changes in developmental rate and timing 25. Link to source site:   http://www.idir.net/~wolf2dog/wayne2.htm   Here's a lineage graph:   http://www.idir.net/~wolf2dog/images/W2FIG4.gif   And what fossil records can you show that one species of animal has evolved into another species of animal?",1
"The point is that these laws against cheaply manufactured handguns are no more than economic restrictions on gun ownership. This is similar to old english laws which established actual economic requirements for owning weapons. Gun accidents happening due only to poor construction are rare. This is just another form of people control, keeping weapons out of the hands of the poor so as to lessen their importance in politics. ""Screw them, they can't do anything about it.""",1
Should all drivers have to help pay for harm done by irresponsible drivers?,1
"Many of the Christian denominations are ignoring them the same way they ignore the prohibitions against pork, mixed cloth, and stoning your children to death because they sass you.",1
"Yeah, a license to murder the unborn...........",1
Really? I have not seen one coherent idea from both of them combined.,1
"You know something is wrong with this world when people attack the act of posting an opinion (that of Ms. King) and another condemns the idea that someone may read it and develop their own opinion. Saving lives is not just a Republican goal. And yes it is an act of desperation. All acts are an act of desperation when it comes to saving the natural process of life with out interference of those who place their comfort above the life inside them.   Whatever is wrong outside the womb, is not the fault of the inhabitant within the womb.",1
"We need to ban box cutters. We need to ban box cutter shows. We need to prohibit box cutters on school campus. We need to to ban extra efficient assault box cutters because the can open more boxes than regular boxes. We need to register all box cutters. We need to reduce the box cutter supply to prevent box cutters from getting to criminals. Regular people don't need box cutters, they can just use pointy sticks to cut tape on boxes.   Did you notice. They did not use guns. Terrorist in our country used box cutters and fertilizer and U-hauls to kill people.   We need to ban fertilizer and U-hauls.........",1
"You mean Priests? Because I hear the ladies are crawling all over them, can't get enough of that catholic loving...",1
"And the moon could fall from the sky, too.",1
"You need to experiment with the notion that you will be sexually attracted to your own sex. After you're done, come back and report your findings!",1
"Which wouldn't make a darn bit of difference - apart from the tiny matter of women dying and suffering permanent harm, but don't let that bother you. you'll also have to amend the constitution to remove any references to bodily autonomy. get ready to donate your kidney!",1
"Also, the world has ended and you are just in denial.   We don't need random assertions, so support your claims!",1
"""I believe the hunter who handed the rifle to the actor and the TV crew lacked an awareness of the firearm's potential danger,"" another police official said.   How is anyone to learn any potential of a firearm if it is to be locked away and not seen?   Besides that little piece about lacking awareness I don't really buy it.   A gun death is a gun death, whoever pulls the trigger?Serious question, Penfold,   and I will even dispense with the COMRADE,are you a plant just to get people going?or did you actually have someone close to you hurt or killed by a firearm?   and if so I apologize.'",1
"Answers include but are not limited to:   • People need a solution for the Problem of Evil.   • People want to have an ""objective"" standard for good and evil.   • God said it, I believe it, that settles it.",1
"So it would be more loving to severely beat the child...forever?   ""Hey Timmy, remember when you were 3 and you wrote on the wall with that crayon? *BAM* *SMACK*""",1
"And why not? After all, Grimm's Fairy Tales is a wonderful read and who can deny the happiness Santa brings to 2nd graders? What's a bit more fantasy gonna hurt?",1
I'm now slightly less confused about why I've never seen this discussed before.,1
"You think it was Me? You are yet again, confused. I don't even know what a DROS is. Department of Registration Ohio State? That would be my best guess, seeing that I am from Ohio!",1
"I think that Comrade Brian is pulling our collective legs by pretending to be a die-hard, uninformed, living-in-denial communist, when in fact he's a just another guy trying to have a laugh by trolling the boards.   I truly find it hard to believe that anyone could be so completely uninformed about capitalism and socialism.",1
And yet it's usually the liberal democrats who are in favor of murdering innocent children...,1
"Of course, when wabbit says ""dishonesty,"" he means ""oversimplification""; the NMSR webpage is clearly designed for the layperson, not the geneticist. When he says ""scientist,"" he means ""shameless hack."" Spetner argued that this is not an example of an increase in information until he had it repeatedly and undeniably shown to meet Spetner's own definition of information. Only now has he said, ""Okay, so it's an increase, therefore it's not random."" Classic moving the goalposts syndrome.   But if wabbit would like to continue leaning on Spetner as a ""reliable source,"" I won't stop him. More fun for me.",1
"Yes. it's called global dimming, and yes, I trust mainstream scientific organizations.   If you knew anything about science, scientists usuallyspeak in terms of COULDS, possibliites, and likely, because science isn't 100% and scientific facts aren't absolute. THey are largely evidence-supported conjectures. You can't prove anything 100%. They are giving reasonable estimates. That's how climatology works.",1
So where will you be moving to?,1
So you yourself could have gone gay but chose to be attracted to women?,1
"Oh yeah, like that hasn't been tried before /sarcasm It darn sure isn't about crime control. No doubt some nefarious excuse to farther control the people and attempt to charge user fees to discourage a right. No doubt sinjin will approve so ""they"" can match fingerprints and type of ammo to the DROS registration file?   The early birds get the worm After June, the best spots may already be taken and kalifornia laws will be shot down and they will be left with just what they claimed to want...nothing economical, an end to registration, people carrying loaded guns and buying cases of ammo out of State (no tax) while crying wa wa wa wa wa!   Don't forget Jerry Brown will probably have some changes of his own. Seems he is more pro rights and 2A than 'da terminator'.",1
"In the case of Demorats and liberals; it is monkey see, monkey do.",1
"Well what do you expect?! Everytime gun owners try and do anything to combat crime, you liberal sissies yell and scream about vigilantism and foam at the mouth as you talk about how we're taking the law into our own hands and that we'll be administering death sentences without trials for matters as trivial as jaywalking!   You want us to combat crime, but you don't want us to actually do anything. Make up your mind already!",1
Only if she's piloting at the same time.,1
"Forgive me for laughing; no, not really ha, ha, ha ha ha   Could it be that people here as well as Canada and the rest of the world has figured out your infantile ""grading system of States"" is a complete sham and your very reason for existing is but an anti-constitutional farce and has lost any claims you have or will make? You stand alone now brady, with simply a few still clinging to the false hope of having others pay for your failures and unConstitutional stance so you can sit on your hands while you keep harping on overturning the 2A.",1
"Just another example of using a verse meant for personal use and applying it to wars. Sorry, just doesn't work that way.",1
"yeah ok buddy. Just because you can not figure out what those little numbers on the end of the things I have posted nor simply because you lack the mental fortitude to look back to some of my older posts or click and R*E*A*D the links to see that I have indeed provided ample backing does not mean that I haven't been doing MY job.   Now do you have anything of substance to add ""Tim""?   ""Futue te et ipsum caballum tuum""",1
"why are you afraid of guns? has one jumped up and shot at you? you should never fear a gun, respect the gun.",1
"Is that what you said right before they started banning assault weapons? 'Oh, let's just see what Sarah Brady wants to do?' Obviously, you're gullible. Since you're such a brainiac and all, why don't you visit the UN website and see what your beloved UN is up to?   And again, read this slower this time (if that helps) 'On the other hand, not one acceptable reason for individuals owning guns is mentioned.'",1
"Let me try explaining this another way.   According to the logic presented in the original article:   Gun Owners : discrimination by gun control laws :: Serial Rapists : discrimination by anti-rape laws   You see, it's the RELATIONSHIP that I'm comparing. That's what an analogy is. I'm NOT comparing the gun owners to the serial rapists, but rather the RELATIONSHIP between discrimination and gun owners as presented in the original article and the RELATIONSHIP between discimination and serial rapists.   What do you mean ""my ultimate agenda""? I want regulation of the gun trade as there is regulation of the trade of every product with specific control laws that apply to each product. Does this mean a complete ban? No. Let's compare this to a drivers license. Yes I realize that's not a product, but it is regulated similar to the way guns should be regulated. It varies from state to state, but there is typically a driver's ed class, driving with an instructor, and a driving test. A person must pass all of these things before recieving a license. A person must also meet other qualifications such as vision requirements. Then, in my state, when a person recieves his or her license, it is only a provisional license, meaning that he or she cannot drive between midnight and 5 a.m. This lasts for eighteen months unless there are any moving violations, in which case the period starts over. These are all reasonable restrictions. These ideas can be applied to gun control. There could be gun training and gun tests. Background information such as prior criminal activities should be checked. Guns should not be made available at unregulated events such as gun shows. These sort of regulations are also similar to those on prescription drugs. A person must have a prescription from a real doctor, and he or she can only purchase or pick up the medicine from certified locations.   This is clearly not a fringe view since a large number of people support gun control. You may disagree with this view, but it clearly is not a fringe view. Nor is it a sign of mental instability.   The constitutionality of gun control is clearly debatable. It's not exactly simple. You can't ignore ""well regulate."" Even GunCite, a pro gun website, says, "" 'To put in good order' is the correct interpretation of well regulated, signifying a well disciplined, trained, and functioning militia."" Disciplining, training. That sounds like controlling. And if it was such a simple constitutional issue, why hasn't the Supreme Court made a difinitive ruling on it? If anything, it has ruled in favor of gun control, saying in the Miller case that ""The Second Amendment must be interpreted and applied with a view to its purpose of rendering effective the Militia."" Regardless, the constitutionality of a law does not make it wrong or right. Slavery was once allowed under the Constitution, but that did not make it wrong or right.   I never labeled your view as anarchistic. I said that UNLESS you are an anarchist, you are not in support of COMPLETE, 100%, ABSOLUTE freedom. What objective means are you using to determine that gun ownerships is a basic civil right?   First you assume that since I have liberal views on this subject, I agree with the actions of all other liberals, and second you assume that all other liberals commit the same actions. I have not once mentioned ""saturday night special."" My laws are meant to target all gun crime and gun accidents. Should we not have laws against gun crime (not laws against guns) because most gun violence is minority on minority. Sould we not have murder laws because a disproportionate number of murders are commited by minorities?",1
"It was a pretty clear rebuttle of the idea that the ToE breeds social elitism, Marxism, and Nazisim.   I guess you're right though, SS. This wasn't nearly as entertaining as a slough of out-of-context quotes to show that ToE-accepting biologists reject the ToE.",1
Most of the laws of the Peoples Republic of Kalifornia are aimed at rendering the citizens into prey. You can't point to many that don't. Self defense is not allowed there I am afraid.,1
"Abstinence until you are old enough to handle sexual relationships responsibly should most certainly be preached along with information about and access to birth control.   There are plenty of us who have no interest in the institution of marriage - your religion should not determine who amongst is a sexually active adult. Not to mention we have got to stop pushing the gotta get married have a partner to be a happy seccuesful person message - ESPECIALLY TO GIRLS - it will lead to sex, for heaven forbid they be SINGLE.",1
"Really? Funny, my son, even before I ""came out"" didn't think gays were bad or being gay was bad. He saw hate as being the real evil...and you exemplify that just perfectly...brava!",1
"8. Gay marriage will encourage people to be gay, in the same way that hanging around tall people will make you tall.   This may be true because you cant chance your height...but let me tell you...   hanging around jack asses will make you a jack XXX",1
"My my, did someone get up on the wrong side of the bed or what, of course you realize that you just gave me the answer I was looking for, not that I didnt already know the answer, I just wanted you to say it. I dont believe I need a clue, so I will let you have it instead Brady.",1
"And lets not neglect the fact that he was tetotal and a vegetarian to boot.   Well, looky here we all learnt today that bad people can have have good characteristics............   Sounds like Pastor Russell Johnson's representation of truth is as selective as it is self serving.",1
And the Violence Policy Center is somehow more trustworthy?,1
"So what's your solution, keep all blacks unarmed so the bad blacks can't hurt the good blacks?   I guess you've decided to drop your argument that the Second Amendment was a racist tool designed to keep blacks ""in their place"" under the thumb of their masters.",1
In the thousands of scientific papers that present the thousands of bits of evidence that go to prove evolution beyond all sensible sane and reasonable doubt.,1
How do you know if they WANT to believe in a deity? They simply don't.,1
Which demonstrates your failure to see the big picture.,1
"Like, I said, I can't take men's position on abortion seriously b/c they can spout off all they want; however their viewpoint must be affected somewhat by the fact that they will never actually have to make the decision themselves.   As far as circumcision...um...who cares?  J/k. I really don't know what to think about that. Never given it alot of thought, as I've never had a penis, don't plan on growing one, and therefore I can't have a valid point of view. Do whatever feels best to you. Get my drift?   Hey, you two, Clerisian and Steeeve, quit arguing semantics. Geesh!",1
"So, why don't you give it a try???",1
So now you want to demonstrate that you are also ignorant of the fossil record?,1
Who but a creationist would ever make such a laughable claim?,1
"I think this post pretty much sums up the depths of your prejudice, and the thoroughness of your ignorance.   A child should endure physical abuse before being allowed to be adopted by a loving gay couple?   Being abused physically is preferential to being adopted by a loving gay couple?   I always have to chuckle when people are so eager to reveal their prejudices in such a way that demonstrates they are completely non-credible as any type of character witness...",1
Any proof that he was a murderous sociopath? It's your assertion...   I can't help but feel you're grasping at straws.,1
Its better then being dead.............,1
"So you actually know enough, you can see the beginning and end of time, you know what is inside each and every individual on the planet so much so that you can say God is wrong to do any given act?   How is this possible oh great and mighty oz?",1
Oh! mememe! I have an idea!   The museum staff hire (or possibly abduct) a few evolutionists and put them in stocks. The visiting kids then come to the gallery to give Mum and Dad a break for an hour and get to ask the scientists questions about the origin of the earth and why fossils are different from things alive today. Each time an evolutionist gives an answer based on science they get pelted with the leftover veg from the dino pit lunchtime display. This way the kids learn an important lesson in how to deal with scientists as well as being good for the environment by putting all that veg the dinos wouldn't eat to good use! Yay!,1
"Wonder what ""euthanization"" is. Never heard of it before, and neither has the dictionary.",1
"Yep it is easy. Lizards didn't evolve an avian lung.   This should be easy for the creationist:   The avian lung is far more efficient than the mammalian lung. Why didn't your god therefore fit the superior lung design to mammals, especially that apparent ""special creation"", us humans? Also please explain why he fitted a superior eye design to squid and octupuses than what he fitted to all vertibrates.   Once you have answered these two easy questions, I've a few hundred more for you",1
"Oh, I get it… Flashlights and I-Pods have souls and consciousness.",1
"Once cannot abort a pregnancy if it has not begun.   The morning after pill prevents a pregnancy from ever occuring by preventing the fertilized egg from implanting.   If one considers pregnancy to begin at conception (i.e. fertilization of the egg), then petri dishes are pregnant when eggs are fertilized on them (""conception"") for later IVF.   Do we really want to be considering petri dishes pregnant?",1
"So it's alright for a Evo to insult you and go off on a tangent, and expect to get answer. What's the point in answering if your being mocked, before you give answer. Now I know why there are few Creo's on this forum.",1
"Yes, have you?",1
I still haven't heard an answer to this yet?,1
"So, one set of creationists are XXXXXX, but the others are not?",1
"So you think that, if murders were legal, there would still be the same number?   How about robberies, or rapes? There are plenty of those, the law can't be having any effect...   In short, I'm saying that making anything illegal reduces that thing. Criminalising murder results in less murder, criminalising drugs leads to reduced supply of drugs (compare any drug with nicotine, or alcohol), and criminalising guns would lead to a similar reduction.",1
"Actually when you read every thing you have to rationalize (lie) what God actually did, for God was done with everything then started again. THe stories don't parallel each other they intersect.",1
"If science deals with how information is gathered, different ways of analyzing, and different hypothesis, then it involves worldviews. The base for the worldview of a sizable part of the population should not be excluded. Maybe in Saddam Hussien's Iraq, maybe in communist Russia, but not in the United States.",1
And how do you know what other animals can analyze? Is that another supreme abilities of us humans? To read the minds of animals?,1
"And of course, the sea of Montalban's assertions as science, the sea of Montalban's out of context quotes, or the sea of Montalban's misrepresentations of what others have said. It seems that Montalban knows the ""TROOTH"" and won't be discouraged with facts. Sadly, Montalban knows what he believes and reality seems to be irrelevant.",1
"Well, I think it is best to use a real source. Like the Australian FBI, called the A.I.C..   The latest figures. Violent crimes from 1996 to 2007 (per 100,000 persons per year)   Homicide is pretty much a flat line no? However there violent crime is not. And to be fair, Australia's murder rate has always been significantly lower then ours and they should be congratulated for there socialization for it too.   So if gun related crime goes down but the murder rate remains relatively flat, but other violent crimes go up, then what is thew point of mentioning that GUN Related crime went down?",1
So the fact that it is not legally recognized is the problem. What is the reason it's not legally recognized? Because the couple is gay.,1
Bertvan: Does this self-organization force “whip up” complex features intelligently and purposefully? Or does it “whip them up” by some unknown deterministic process in which creativity is somehow achieved by accident?,1
"You know, from the title, I was sure this would be about The hitchhikers guede to the galaxy' bible fish...",1
"So, you're just an anti-geologist, anti-cosmologist, anti-archaeologist, anti-physicist, and probably a few more that I can't be arsed to think of right now. *shrugs* Might as well get it over with and just say you're an anti-science religious nutter.",1
"Give me three good reasons why a thirteen year old girl from Plam Beach, that are practial not religous please, should not have an abortion and I will promise not to make fun of you. Much.   Judges do this everyday. This case just made the news.",1
"No, back to school... turn in what educational credntials you feel you have, and just stay at the coffeehouses... at least you have a .005% of hearing someone ineject some truth in one of those sidewalk tete a' tete's you nutters are so fond of... but here you are dead wrong. Have you ever heard of an egg? ever heard of a sperm? An egg is still considered a multiple cell organism, and a sperm as well. You're gonna have a hard time pulling that one off.",1
"i think slave holder's asked a similar question to people who believed slavery was wrong.   ""what are they worth anyways?? why do they deserve to be treated like us?"" hmm",1
"lol...you read my whole post only to conclude with ""what's your point."" Evolutionist brilliance on display. I'm not mistaking nothing for nothing. I know my stuff. You obviously know nothing and don't care to learn it.",1
"I see -- in your opinion is it is ""illegitimate"", therefore it must be so. I think I trust the legal opinions of the courts more, but then, they do occasionally make mistakes. It's just not at all obvious they've made one in this instance.",1
"It has a financial impact on ALL taxpayers. To say that it has no impact on anyone else is disengenuous.   Wow! You can read Wiki's pseudo-knowledge. I'm impressed!   Now, tell me how the court can rule a California Constitutional Amendment to be unconstitutional before it strikes down the Federal Law that gives states the FEDERAL right to ignore other state's gay marriages.",1
If you dont believe that muslims love life they will cut your head right off! Its an easy choice if you ask me.,1
"I know! How dare they just not sit back and accept the discrimination they so rightly deserve. It's just incredible the amount physical and emotional damage you would undergo if these people are given the same kind of respect you are. We can't have that! This may be a a government for the people, and I am sorry but you are only part of the people and to be granted the respect of people if you screw and love the people that the majority say you have to screw and love. God bless er Buddha bless er Mohammed bless...er Rhiannon bless America!",1
"I think if that happened, Texas probably will go back to being the lone star state.",1
Methinks that our friend supersport has been reading too much of the Animorphs book series (which was very popular among my two children) - I wouldn't put it past him to try to use something like that to produce the case.,1
Sometimes?   The state of the public education system in the US is downright criminally neglectful.,1
"And don't forget the part that we're all hot for her, too.",1
"Showing the RIDICULOUS nature of some gun laws! Even the Antis can't (or maybe won't) obey them! Ridiculous paperwork traps that even caught and surprised the Queen of gun control!   If they had arrested her, they would have gotten a Real criminal off the streets and NOW our society would have finally been safe! Ridiculous!   But it was a good thing for her, that Bloomburg and his Illegal Mayors weren't around when she broke America's gun laws!",1
"If our guns are mearly popguns as you just described them, then why do you want to take them from us so badly. Maybe you are considering a life of crime as a carrer, and your afraid of being shot, is that whats really going on here.",1
But you debate with it?,1
So you've never repeated a sin?,1
"So your claim is that the laws of physics have changed? You see, it is not a matter of design. It is a matter of the physical limits of wood. Wood is flexable, and the longer the piece of wood, the more bend there is in it. Possibly you have seen a roof with wood supports that spans a large area. To do it requires huge trusses unless you add column supports. And I'll bet there aren't any spans of over 300 ft. where only a wood truss is used.   For a ship/barge the problem becomes worse. If you make the keel thick in an effort to reduce the hogging and snaking, you reduct the room available inside. Even at that, it would be impossible to eliminate all of the flexing and that flexing would spring the planks of the hull. There is no calking that has been devised that can fill an ever changing gap between planks.   And, of course, recourse to a miracle is the standard creationist answer when faced with evidence that their mythology isn't historic. ""POOF! Goddidit!"" And so, what is the point of the whole exercise in the first place? Why didn't God just POOF the ark into existance or just POOF anyone he didn't like out of existance? He wanted to teach the only just man in the world a lesson? Sure worked. First thing Noah did was to get drunk.",1
"No, I'm your regional manager.",1
Probably because buildings aren't biological or reproductive.,1
"Just like it's the job of the gun control lobby to try and pass an overwhelming, unreasonable level of fear of an inanimate object?",1
"Well, let's see.   1 This is a skull from a modern human, the differences representing pathological deformities.   2 The dating is based on disputed methodology. Creation scientists have proved that radioisotope dating is unreliable.   3 The two pieces are only assumed to be from the same individual.   4 Where's the conclusive DNA evidence? (A nod to easyrider on the Religion board.)   5 These claims are made by scientists, and all science is an atheistic conspiracy against religion (thank you marc9000).   6 So where's the missing link between the new fossil and us? Huh? Huh?   Sadly, past experience suggests that creationists can wriggle on indefinitely.",1
"What in the name of heaven is ""passive particulate selection"" is that found in quantitative genetics in some obscure corner - I challenge you to produce a reference to the term in the open literature. And Mendel's theory was itself (if anything is) particulate in nature and it was NOT derived from Darwin at all. It preceded Darwin and later of course DID serve as a plug in addition to supplant Darwins own inadequate theory of inheritance. And of course Mendel is long ago supplanted by much more detailed and modern genetic knowledge.   As to ""dynamic sytemic adaptation"" I also suggest you need to document where that term originates from other than yourself. Just what does that mean which is NOT covered by the vary-select-inherit process? Please tell us oh mighty lagomorph how antibiotic resistance arises by ""dynamic systemic adaptation"" instead of plain old VSI processes and how you distinguish the two.   [QUOTEHave to go now.[/quote]   Good because my tolerance for people who pontificate in pseudoscientific terms while pretending to themselves that they know what they are talking about is wearing very very thin.",1
"So what you're saying is that by mentioning both in the same post, I'm saying that unless someone is a YEC then they aren't a christian? Because that is what you attributed to me. Yet you have yet to post evidence of me saying that to anyone. Nor have you supported your original claim here, you said this: Last I checked, no credible fossil fuel firm hired YEC geologists. Prove this assertion since you researched it thoroughly enough to start a thread about.",1
"The guys who want guns in their homes to protect themselves from burglars or ""just in case we need to pull off another revolution"" call others full of fear and mistrust?",1
"You mean like allowing for, and funding, comprehensive sex education, birth control, and parenthood planning? Those things alone would reduce the number of abortions significantly.   However, we live in a nation that would fire a Surgeon General for stating that masturbation is healthy. We live in a nation that believes that sex is only of the penis-vaginal penetration variety. We live in a nation where most pregnancy are unplanned. We're so busy ""protecting' our children, that we don't realize that the best protection is information.",1
"So, if a baby is having trouble breathing that's been born already, you don't consider it a 'person'? Methinks you've not thought through the implications of your argument here at all.",1
"So Bush is responsible for the death of Third World mothers now?! Get real! There are billions of people on this planet, chose another vilian for a change.",1
"No, they don't. Creationists do. ""Why haven't all animals turned into humans?""",1
Because those who are pro life are against a womens right to own her own body. Her body her choice and none of anyone elses business. Remember control freaks are everywhere.,1
You mean the truth of thousands of young teen girls dead with a coat hanger in hand? Abortion is a neccessity so that it can be regulated. People will have abortions legal or not legal. At least provide a safety net other than a coat hanger.,1
"So what? They aren't worth anything, are they? Does it matter if we kill them? No, in your reasoning it doesn't because there are no absolutes.",1
"oh, sure...ok...whatever you say.",1
Like the crazy idea the Earth goes around the Sun.,1
"Because all scientists hate god. Again, this is a fact.",1
"I don't give a damn about the circumstances of the unborn either(obvious here I am not saying I don't care what happens to either, but for the sake of whether or not we should kill the unborn this is my stance). Neither one should have a right to kill the other...and for that matter, no one else should be allowed to come up and murder the women or the unborn. So my views are still treating them as equals.   and I will ask you to stay away from more assumtions that you can't prove.",1
And thus the human condition is explained at last!,1
"I believe Alan Keyes already have used that term on us.   (Alan Keyes, the ultra-concervative Republican Candidate for the Illinois Senate seat - in opposition to Barack Obama. The Maryland resident the Republican party had to recruit because they couldn't find anyone else in their right mind who would go against Barack. Also the very same Maryland resident/Television talkshow host who beratted Hilary Clinton for moving to NY and expecting to be able to ""represent"" NY'ers. Yeah, look who's the hypocrit now.)",1
"I dunno. What is the scoop here? You complain about the responses we give, and yet you keep coming back for more. Even people with down syndrome learn enough to only stick their hands in the open flame once.",1
"Oh God no. If there is anything more boring than twits talking, its twits",1
"Amen !! Punish the whore !   If she would have just had the kid she would discover what we all know ... That the child would have been loved and protected given a nurturing home by her because she isn't really smart enough to know what she wants.   She MUST have the kid , when it arrives all will be well !! We just know it !",1
so watching TV sports = bad daddy?   do you let your boyfriend/girlfriend or husband watch TV sports or only feminist approved TV channels?,1
"So, then you DO feel that what you did was a sin. Otherwise you wouldn't have asked forgiveness for it.   I have one question. What was your motivation for starting this thread? Was it to try and somehow prove that a person can be a Christian and have an abortion? Just curious. IMO, you are right that you are forgiven for it, as God is a forgiving and loving God. But I hope you don't do it again.",1
"Well then. All of the ex-christians have it both ways don't they. Since they are saved they can lie, cheat, steal and have wild, illicit sex (following the example of several christian preachers).",1
"Well, actually, I did find it funny even though I'm a male (or at least, I think I am?)...probably because it's a joke and I know I'm not like the stereo-typical male so I can laugh at them.   PS, I'm so unique because I'm so humble and would never brag about my bulging muscles, manhood and amazing intellect.",1
"Edmund, you still haven't come out of that wardrobe.",1
Chastity rather than promiscuity.,1
"So you're saying that God is a ""respector""?-of-persons - iow, the mom's ""more""-important to *God*? than the unborn.",1
"Well, it does take some scientific knowledge to understand the evidence for evolution. One doesn't expect Creationists to possess it.",1
Spoken like a true man.,1
Oh what a corageous maverick you are.,1
Oh what a shame! Especially if it's true! Where did you get the idea that ID theory is not based on evidence and/or testing?,1
"And you have just described ""creation science."" No application of the scientific method. No testing. The conclusions are known before the judicious quoting of scientific authority has even begun. I notice that you use one of those quotes of a scientific authority below. You show that you are what you decry.",1
"There is no god that supports the forcing of women to suffer and carry out unplanned pregnancies, just because some PL advocate spits it our. ""Sorry, were going to force you to give birth, those men over there have decided"".   Thats as ridiculous as saying ""There is no god to condones the slaughter of thousands of innocent life forms inside of the cut"" (referring to disinfecting a cut).   Pro-lifers have been dropped on their head too many times.",1
And you don't actually see the circulariey in your position? The Bible is inspired by god because the Bible says that it is inspired by god. What if I wrote a book in which I declared that the book was inspired by god? Good for you? I'll do it if you give me the word.   And what about the Book of Mormon? Takes your book and goes one better. Also inspired by god because it says that it is inspired by god.,1
"You know, I'd believe that more if there were people like the Shindler family who have pushed for federal courts to intervene and destroy the sanctity of marriage. There is nothing you could do or say that would convince me that Americans somehow have any respect for marriage whatsoever. What heterosexuals have done to destroy this institution from the inside out only tells me that heteros are simply spoiled children who have the attitude of:   ""If we can't make it work, we aren't going to allow anyone else to come in and do marriage better.""",1
"So? God also says he made you out of dirt and then supernaturally lifting the dirt from the ground into the woman's uterus. Oh well, I suppose it is all beliefs no matter how silly it sounds.",1
"Actually, that honour is reserved for the usual representations of those who advocate young earth creationism.",1
You repeat that like it actually means something! Could it that your side is paranoid looking for some vast Right Winged conspiracy?   Maybe it's Bush's fault!,1
So you agree that it's not necessary to have high capacity magazines because gun owners can reload quickly when defending themselves against a criminals. Good we can agree on at least one thing.,1
"You know what?   You're officially too clueless to post on this thread.   You obviously haven't bothered yourself to figure out what's going on, so I'm going to kindly ask that you leave until you figure out what is going on.   As I escort you out the door (metaphorically), let me just repeat something for you that was in the FIRST SENTENCE of the article that you obviously couldn't be bothered to read...   I'll even make it nice and big so maybe it will help with your reading comprehension!   collect detailed data about each abortion performed --   and post it all on a public Web site.   Feel free to rejoin us when you figure out what's going on.",1
"Let me see if I have this right, Priscilla. You admit your ignorance of the topic and you refuse to read the linked article in order to learn the topic of the thread, and yet you are willing to offer an opinion.   As Mr. Jack said, interesting.",1
as in anyone can purchase a fire arm without a background check or gun safety training? not a good option. my apology if that was a failed sarcasm.   -a|ex,1
"You know what is absolutely incredible about you little child? You constantly make the most blatantly ignorant and irrational statements which have no basis at all in reality, yet you actually think you are being intelligent. (Note childs quote in my siggy, below.) And you really should look up definitions before using words when you have no idea what they mean. Didn't you start a thread about that, hypocrite?   You are talking to a person who accepts Intelligent Design as a rational explanation for Mans origin, yet you are so ill informed that you allege he is aligned with a belief in animism, when animism was founded in pagan religions and asserts that pretty much everything has a soul and spirit.   Animism (from Latin anima (soul, life)[1][2]) commonly refers to a religious belief that souls or spirits exist in animals, plants and other entities, in addition to humans.[3] Animism may also attribute souls to natural phenomena, geographic features, and even manufactured objects. Religions which emphasize animism in this sense include Shinto, Hinduism and pagan faiths such as folk religions and Neopaganism.Animism - Wikipedia, the free encyclopedia   Now show me a christian who defends ID, believes that, you mental midget.",1
